gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSMUSG00000033880	976.2460987650893	1.6183149584252565	0.14992847119257216	4.38039033563954e-28	7.548288626374056e-24
ENSMUSG00000079017	96.8885049544818	2.3651834449729083	0.29192336010029835	9.456997260085117e-18	4.0740744196446684e-14
ENSMUSG00000115529	152.41359965145816	-1.4795212153086914	0.18676525916307674	7.770308622828024e-17	2.67795916377145e-13
ENSMUSG00000052229	815.7827979607991	-1.0101837514407503	0.14153530474995762	1.1080713178565192e-16	3.182380824883923e-13
ENSMUSG00000033355	112.61413977185214	1.5419469306542466	0.22210696392997845	1.149796978551079e-13	2.2014779482657994e-10
ENSMUSG00000046718	217.14848708994137	1.3822460150164773	0.2178450476340958	1.2316113289000724e-12	2.1223126419606046e-9
ENSMUSG00000026043	323.7678547136344	-1.0181805023399548	0.20758101396589174	2.1089076930508104e-10	2.595764097617969e-7
ENSMUSG00000032487	75.88990977171194	1.4797462695249846	0.2670842417756842	2.0202244505448455e-10	2.595764097617969e-7
ENSMUSG00000025498	155.33071062462992	1.1677434774051767	0.2462639346998168	9.184472949803851e-10	9.309813992412939e-7
ENSMUSG00000104674	109.61279541483151	1.1485176503057704	0.2604783472199528	3.993048559368346e-9	2.9916614250015368e-6
ENSMUSG00000026822	84.0392398819614	1.5323399895400769	0.3328698060660292	1.2494789244887447e-8	7.68965029528216e-6
ENSMUSG00000052688	55.49461981746251	-1.114916183829256	0.3223315871221113	1.538856639642205e-7	6.313708955789161e-5
ENSMUSG00000110125	121.71515162190548	1.1364635937174932	0.33562671148637074	1.988753252574124e-7	7.969813034501699e-5
ENSMUSG00000110140	42.84168486736099	1.0391157412942489	0.5783859867680209	6.765118046270017e-6	0.0012271212018244728
